,PD,EAD,LGD,Actual_Target,EL,EL_pct,RISK_TIER,DECISION
47489,0.14920486509799957,225000.0,0.45,0,15106.992591172457,0.0671421892940998,MEDIUM,MANUAL_REVIEW
134750,0.3035714328289032,503676.0,0.45,0,68805.7402506888,0.13660714477300645,HIGH,DECLINE
241878,0.08154802769422531,754740.0,0.45,0,27696.401289872825,0.03669661246240139,LOW,APPROVE
195698,0.08154802769422531,1024290.0,0.45,0,37587.97317911312,0.03669661246240139,LOW,APPROVE
109431,0.02122514694929123,188685.0,0.45,0,1802.190083457157,0.009551316127181053,LOW,APPROVE
30598,0.12295082211494446,381528.0,0.45,0,21109.131566941738,0.055327869951725006,MEDIUM,MANUAL_REVIEW
8609,0.08949416130781174,755190.0,0.45,0,30413.29305512086,0.040272372588515286,MEDIUM,MANUAL_REVIEW
102822,0.03948831930756569,285723.0,0.45,0,5077.224475882016,0.01776974368840456,LOW,APPROVE
263760,0.0,1350000.0,0.45,0,0.0,0.0,LOW,APPROVE
302082,0.0749896988272667,808650.0,0.45,0,27288.18898050115,0.033745364472270015,LOW,APPROVE
238983,0.02122514694929123,247500.0,0.45,0,2363.9507414773107,0.009551316127181053,LOW,APPROVE
26850,0.02954048104584217,239850.0,0.45,0,3188.37797048036,0.013293216470628977,LOW,APPROVE
213310,0.26323118805885315,900000.0,0.45,0,106608.63116383553,0.11845403462648392,HIGH,DECLINE
274789,0.014641288667917252,101880.0,0.45,0,671.2445202693343,0.006588579900562763,LOW,APPROVE
225599,0.055392514914274216,445500.0,0.45,0,11104.814427439123,0.024926631711423397,LOW,APPROVE
277787,0.01032863836735487,1928304.0,0.45,0,8962.53960524574,0.004647887265309692,LOW,APPROVE
198463,0.1358734667301178,99504.0,0.45,0,6083.979045081139,0.06114306002855301,MEDIUM,MANUAL_REVIEW
38550,0.1358734667301178,337500.0,0.45,1,20635.78275963664,0.061143060028553006,MEDIUM,MANUAL_REVIEW
60674,0.14364640414714813,760131.0,0.45,0,49135.53817384914,0.06464088186621667,MEDIUM,MANUAL_REVIEW
260877,0.04681568965315819,325908.0,0.45,0,6865.923502566666,0.021067060343921185,LOW,APPROVE
159513,0.14920486509799957,314055.0,0.45,0,21086.340258758515,0.0671421892940998,MEDIUM,MANUAL_REVIEW
147039,0.08949416130781174,630000.0,0.45,0,25371.59473076463,0.040272372588515286,MEDIUM,MANUAL_REVIEW
98839,0.02122514694929123,592560.0,0.45,1,5659.727884322405,0.009551316127181053,LOW,APPROVE
231969,0.04681568965315819,835605.0,0.45,0,17603.74095868226,0.021067060343921185,LOW,APPROVE
60981,0.01032863836735487,331632.0,0.45,0,1541.3881495691837,0.004647887265309692,LOW,APPROVE
170202,0.09035779535770416,1078200.0,0.45,0,43840.69872960449,0.04066100791096688,MEDIUM,MANUAL_REVIEW
172902,0.02954048104584217,497520.0,0.45,0,6613.641058467329,0.013293216470628977,LOW,APPROVE
171788,0.02122514694929123,454500.0,0.45,0,4341.073179803789,0.009551316127181053,LOW,APPROVE
76662,0.02954048104584217,450000.0,0.45,0,5981.94741178304,0.013293216470628977,LOW,APPROVE
191355,0.02954048104584217,521280.0,0.45,0,6929.487881809473,0.013293216470628977,LOW,APPROVE
87763,0.08949416130781174,900000.0,0.45,0,36245.13532966376,0.04027237258851529,MEDIUM,MANUAL_REVIEW
23520,0.02122514694929123,310500.0,0.45,0,2965.683657489717,0.009551316127181053,LOW,APPROVE
244806,0.055392514914274216,1350000.0,0.45,0,33650.952810421586,0.024926631711423397,LOW,APPROVE
27140,0.1358734667301178,254700.0,0.45,1,15573.137389272453,0.06114306002855301,MEDIUM,MANUAL_REVIEW
62818,0.01935012824833393,540000.0,0.45,0,4702.081164345145,0.00870755771175027,LOW,APPROVE
228711,0.01032863836735487,548770.5,0.45,0,2550.623418527632,0.004647887265309692,LOW,APPROVE
171453,0.02954048104584217,314055.0,0.45,0,4174.801098683383,0.013293216470628977,LOW,APPROVE
38067,0.02122514694929123,473760.0,0.45,0,4525.031528413296,0.009551316127181053,LOW,APPROVE
182260,0.3731343150138855,253737.0,0.45,0,42605.09175990522,0.16791044175624847,HIGH,DECLINE
146552,0.03948831930756569,256500.0,0.45,1,4557.93925607577,0.01776974368840456,LOW,APPROVE
306948,0.02122514694929123,720000.0,0.45,0,6876.947611570358,0.009551316127181053,LOW,APPROVE
236470,0.061991870403289795,177903.0,0.45,0,4962.842874160409,0.02789634168148041,LOW,APPROVE
32151,0.055392514914274216,270000.0,0.45,0,6730.190562084317,0.024926631711423397,LOW,APPROVE
5836,0.02954048104584217,225000.0,0.45,1,2990.97370589152,0.013293216470628977,LOW,APPROVE
105348,0.08154802769422531,254700.0,0.45,0,9346.627194173634,0.03669661246240139,LOW,APPROVE
109301,0.015748031437397003,270000.0,0.45,0,1913.3858196437359,0.007086614146828651,LOW,APPROVE
202338,0.0749896988272667,276277.5,0.45,0,9323.084932987578,0.033745364472270015,LOW,APPROVE
285514,0.21164773404598236,113076.0,0.45,1,10769.525628742575,0.09524148032069206,MEDIUM,MANUAL_REVIEW
198581,0.02122514694929123,747886.5,0.45,0,7143.300388750992,0.009551316127181053,LOW,APPROVE
90406,0.02954048104584217,1350000.0,0.45,0,17945.84223534912,0.013293216470628977,LOW,APPROVE
192051,0.0749896988272667,1180129.5,0.45,0,39823.90010197778,0.033745364472270015,LOW,APPROVE
255525,0.03948831930756569,299772.0,0.45,0,5326.871604960412,0.01776974368840456,LOW,APPROVE
233166,0.10454985499382019,432567.0,0.45,0,20351.16770630032,0.047047434747219084,MEDIUM,MANUAL_REVIEW
27172,0.02122514694929123,900000.0,0.45,0,8596.184514462948,0.009551316127181053,LOW,APPROVE
96501,0.02954048104584217,348264.0,0.45,0,4629.54874092713,0.013293216470628977,LOW,APPROVE
3469,0.04131736606359482,913500.0,0.45,0,16984.53625459224,0.01859281472861767,LOW,APPROVE
118230,0.02954048104584217,1002456.0,0.45,0,13325.864610280842,0.013293216470628977,LOW,APPROVE
105258,0.26323118805885315,251280.0,0.45,1,29765.12982094288,0.11845403462648392,HIGH,DECLINE
267820,0.14920486509799957,625536.0,0.45,0,41999.856522274014,0.0671421892940998,MEDIUM,MANUAL_REVIEW
90721,0.02954048104584217,942300.0,0.45,0,12526.197880273685,0.013293216470628977,LOW,APPROVE
13853,0.0749896988272667,675000.0,0.45,0,22778.12101878226,0.033745364472270015,LOW,APPROVE
134806,0.1358734667301178,1078200.0,0.45,1,65924.44732278585,0.061143060028553006,MEDIUM,MANUAL_REVIEW
273384,0.04131736606359482,153000.0,0.45,0,2844.700653478503,0.01859281472861767,LOW,APPROVE
53016,0.5263158082962036,545040.0,0.45,0,129088.42566919328,0.23684211373329164,HIGH,DECLINE
206823,0.061991870403289795,679500.0,0.45,0,18955.564172565937,0.02789634168148041,LOW,APPROVE
93776,0.14920486509799957,180000.0,0.45,0,12085.594072937965,0.0671421892940998,MEDIUM,MANUAL_REVIEW
68266,0.08124999701976776,270000.0,0.45,0,9871.874637901783,0.03656249865889549,LOW,APPROVE
242149,0.061991870403289795,675000.0,0.45,0,18830.030634999275,0.02789634168148041,LOW,APPROVE
76126,0.0749896988272667,180000.0,0.45,0,6074.165605008603,0.033745364472270015,LOW,APPROVE
251112,0.02122514694929123,1762110.0,0.45,1,16830.469660867006,0.009551316127181053,LOW,APPROVE
264462,0.01032863836735487,278613.0,0.45,0,1294.9618146497291,0.004647887265309692,LOW,APPROVE
30521,0.02122514694929123,639396.0,0.45,0,6107.073326455056,0.009551316127181053,LOW,APPROVE
108243,0.0749896988272667,808650.0,0.45,0,27288.18898050115,0.033745364472270015,LOW,APPROVE
267501,0.14920486509799957,485190.0,0.45,0,32576.718823604286,0.0671421892940998,MEDIUM,MANUAL_REVIEW
163985,0.08949416130781174,351000.0,0.45,0,14135.602778568866,0.040272372588515286,MEDIUM,MANUAL_REVIEW
228020,0.0749896988272667,59701.5,0.45,0,2014.6488770412284,0.033745364472270015,LOW,APPROVE
218539,0.00699300691485405,157500.0,0.45,0,495.6293650902808,0.0031468531116843226,LOW,APPROVE
53853,0.03948831930756569,1515415.5,0.45,1,26928.54501643544,0.01776974368840456,LOW,APPROVE
299095,0.0749896988272667,364428.0,0.45,0,12297.755683900417,0.033745364472270015,LOW,APPROVE
257656,0.01032863836735487,348264.0,0.45,0,1618.6918105658144,0.004647887265309692,LOW,APPROVE
10163,0.1593625545501709,808650.0,0.45,0,57990.838381648064,0.0717131495475769,MEDIUM,MANUAL_REVIEW
154130,0.055392514914274216,512446.5,0.45,0,12773.56517730793,0.024926631711423397,LOW,APPROVE
60546,0.3035714328289032,225756.0,0.45,0,30839.882575374842,0.13660714477300645,HIGH,DECLINE
51750,0.04131736606359482,2517300.0,0.45,0,46803.692516349256,0.01859281472861767,LOW,APPROVE
206699,0.055392514914274216,563341.5,0.45,0,14042.206098260824,0.024926631711423397,LOW,APPROVE
148268,0.01032863836735487,99504.0,0.45,0,462.4833744473756,0.004647887265309692,LOW,APPROVE
216576,0.02122514694929123,512338.5,0.45,0,4893.50697762575,0.009551316127181053,LOW,APPROVE
20520,0.03948831930756569,56034.0,0.45,0,995.7098178360611,0.01776974368840456,LOW,APPROVE
69612,0.055392514914274216,814041.0,0.45,1,20291.300204998814,0.024926631711423397,LOW,APPROVE
284785,0.03190013766288757,273636.0,0.45,0,3928.0617312848567,0.014355061948299408,LOW,APPROVE
268488,0.17575757205486298,269550.0,0.45,0,21318.954096324742,0.07909090742468834,MEDIUM,MANUAL_REVIEW
295918,0.011976048350334167,953460.0,0.45,0,5138.407377049327,0.005389221757650375,LOW,APPROVE
42290,0.01935012824833393,254700.0,0.45,0,2217.8149491827935,0.00870755771175027,LOW,APPROVE
94773,0.2651515007019043,281493.0,0.45,0,33587.23112418652,0.11931817531585694,HIGH,DECLINE
149365,0.08949416130781174,254700.0,0.45,0,10257.373298294844,0.040272372588515286,MEDIUM,MANUAL_REVIEW
234446,0.03190013766288757,765000.0,0.45,0,10981.622390449047,0.014355061948299408,LOW,APPROVE
254489,0.061991870403289795,398016.0,0.45,0,11103.190330696107,0.02789634168148041,LOW,APPROVE
226090,0.04681568965315819,781920.0,0.45,0,16472.755824118853,0.021067060343921185,LOW,APPROVE
305571,0.03948831930756569,675000.0,0.45,0,11994.576989673078,0.01776974368840456,LOW,APPROVE
195832,0.04681568965315819,509400.0,0.45,0,10731.560539193451,0.021067060343921185,LOW,APPROVE
104467,0.01935012824833393,1174500.0,0.45,0,10227.02653245069,0.00870755771175027,LOW,APPROVE
92176,0.14920486509799957,225000.0,0.45,0,15106.992591172457,0.0671421892940998,MEDIUM,MANUAL_REVIEW
176081,0.055392514914274216,582804.0,0.45,0,14527.340667944402,0.024926631711423397,LOW,APPROVE
225943,0.03190013766288757,1056447.0,0.45,0,15165.362130095065,0.014355061948299408,LOW,APPROVE
44464,0.5555555820465088,348826.5,0.45,1,87206.62915833593,0.25000001192092897,HIGH,DECLINE
210568,0.03948831930756569,526491.0,0.45,0,9355.610124251805,0.01776974368840456,LOW,APPROVE
239575,0.02122514694929123,225000.0,0.45,0,2149.046128615737,0.009551316127181053,LOW,APPROVE
13181,0.00699300691485405,1012500.0,0.45,0,3186.188775580377,0.0031468531116843226,LOW,APPROVE
12602,0.01935012824833393,67500.0,0.45,0,587.7601455431432,0.00870755771175027,LOW,APPROVE
37723,0.01935012824833393,1170000.0,0.45,0,10187.842522747815,0.00870755771175027,LOW,APPROVE
94639,0.0749896988272667,754740.0,0.45,0,25468.976381801072,0.033745364472270015,LOW,APPROVE
287611,0.3456561863422394,414000.0,0.45,1,64395.747515559204,0.15554528385400773,HIGH,DECLINE
171577,0.08154802769422531,521280.0,0.45,0,19129.210144400597,0.03669661246240139,LOW,APPROVE
231938,0.3731343150138855,819792.0,0.45,1,137651.63686823845,0.16791044175624847,HIGH,DECLINE
122236,0.3396226465702057,495000.0,0.45,0,75650.94452351332,0.15283019095659256,HIGH,DECLINE
268197,0.17468354105949402,269550.0,0.45,0,21188.676821663976,0.0786075934767723,MEDIUM,MANUAL_REVIEW
34110,0.10454985499382019,545040.0,0.45,0,25642.73383462429,0.047047434747219084,MEDIUM,MANUAL_REVIEW
52349,0.08154802769422531,1114159.5,0.45,0,40885.879392802904,0.03669661246240139,LOW,APPROVE
14246,0.10454985499382019,454500.0,0.45,0,21383.059092611074,0.047047434747219084,MEDIUM,MANUAL_REVIEW
88659,0.03948831930756569,909000.0,0.45,0,16152.697012759745,0.01776974368840456,LOW,APPROVE
117861,0.08949416130781174,877500.0,0.45,0,35339.00694642217,0.04027237258851529,MEDIUM,MANUAL_REVIEW
51832,0.0749896988272667,904500.0,0.45,0,30522.68216516823,0.033745364472270015,LOW,APPROVE
294491,0.061991870403289795,1305000.0,0.45,0,36404.72589433193,0.02789634168148041,LOW,APPROVE
210386,0.055392514914274216,199080.0,0.45,0,4962.39384111017,0.024926631711423397,LOW,APPROVE
180848,0.08949416130781174,397881.0,0.45,0,16023.611877891051,0.040272372588515286,MEDIUM,MANUAL_REVIEW
211668,0.061991870403289795,1256400.0,0.45,0,35048.963688611984,0.02789634168148041,LOW,APPROVE
72860,0.09035779535770416,604152.0,0.45,0,24565.42925142646,0.04066100791096688,MEDIUM,MANUAL_REVIEW
206360,0.08949416130781174,675000.0,0.45,0,27183.85149724782,0.040272372588515286,MEDIUM,MANUAL_REVIEW
163982,0.02954048104584217,508495.5,0.45,0,6759.540755840717,0.013293216470628977,LOW,APPROVE
3386,0.055392514914274216,1800000.0,0.45,0,44867.937080562115,0.024926631711423397,LOW,APPROVE
236575,0.0749896988272667,109008.0,0.45,0,3678.5146903932095,0.033745364472270015,LOW,APPROVE
252611,0.061991870403289795,1350000.0,0.45,0,37660.06126999855,0.02789634168148041,LOW,APPROVE
269872,0.09035779535770416,622188.0,0.45,0,25298.79119010866,0.04066100791096688,MEDIUM,MANUAL_REVIEW
18205,0.02122514694929123,256500.0,0.45,0,2449.91258662194,0.009551316127181053,LOW,APPROVE
22360,0.02122514694929123,971316.0,0.45,0,9277.346175388991,0.009551316127181053,LOW,APPROVE
304316,0.26323118805885315,207306.0,0.45,0,24556.232102277874,0.11845403462648392,HIGH,DECLINE
58837,0.00374531839042902,239850.0,0.45,0,404.2415771749802,0.001685393275693059,LOW,APPROVE
92057,0.0749896988272667,1149606.0,0.45,0,38793.87346950844,0.033745364472270015,LOW,APPROVE
275813,0.01935012824833393,868797.0,0.45,0,7565.100017295499,0.00870755771175027,LOW,APPROVE
233682,0.0749896988272667,308133.0,0.45,0,10398.060390933977,0.033745364472270015,LOW,APPROVE
306199,0.0749896988272667,1006920.0,0.45,1,33978.88239441812,0.033745364472270015,LOW,APPROVE
89923,0.08949416130781174,387000.0,0.45,0,15585.408191755416,0.040272372588515286,MEDIUM,MANUAL_REVIEW
188278,0.03691275045275688,1252363.5,0.45,0,20802.681608238538,0.016610737703740597,LOW,APPROVE
210317,0.10454985499382019,1271929.5,0.45,0,59841.020154312995,0.047047434747219084,MEDIUM,MANUAL_REVIEW
216244,0.02954048104584217,970380.0,0.45,0,12899.471398768947,0.013293216470628977,LOW,APPROVE
124860,0.02954048104584217,1333395.0,0.45,0,17725.108375854325,0.013293216470628977,LOW,APPROVE
228515,0.055392514914274216,1341000.0,0.45,0,33426.613125018775,0.024926631711423397,LOW,APPROVE
71355,0.04681568965315819,76500.0,0.45,0,1611.6301163099706,0.021067060343921185,LOW,APPROVE
270389,0.02954048104584217,405000.0,0.45,0,5383.752670604736,0.013293216470628977,LOW,APPROVE
94714,0.02122514694929123,508495.5,0.45,0,4856.801269748993,0.009551316127181053,LOW,APPROVE
103176,0.02122514694929123,454500.0,0.45,0,4341.073179803789,0.009551316127181053,LOW,APPROVE
136809,0.01935012824833393,1372500.0,0.45,0,11951.122959377244,0.00870755771175027,LOW,APPROVE
8168,0.02954048104584217,254700.0,0.45,0,3385.7822350692004,0.013293216470628977,LOW,APPROVE
251178,0.03948831930756569,270000.0,0.45,0,4797.830795869231,0.01776974368840456,LOW,APPROVE
181758,0.02954048104584217,1087366.5,0.45,0,14454.598267410183,0.013293216470628977,LOW,APPROVE
114195,0.02122514694929123,178290.0,0.45,0,1702.90415231511,0.009551316127181053,LOW,APPROVE
80750,0.01935012824833393,286704.0,0.45,0,2496.491626189649,0.00870755771175027,LOW,APPROVE
39775,0.08949416130781174,180000.0,0.45,0,7249.027065932752,0.040272372588515286,MEDIUM,MANUAL_REVIEW
143435,0.03948831930756569,360000.0,0.45,0,6397.107727825642,0.01776974368840456,LOW,APPROVE
285688,0.16336633265018463,90000.0,0.45,0,6616.336472332478,0.07351484969258308,MEDIUM,MANUAL_REVIEW
94829,0.01935012824833393,463500.0,0.45,0,4035.9529993962497,0.00870755771175027,LOW,APPROVE
155076,0.1358734667301178,312003.0,0.45,0,19076.818158088627,0.06114306002855301,MEDIUM,MANUAL_REVIEW
198078,0.04681568965315819,469152.0,0.45,0,9883.653494471311,0.021067060343921185,LOW,APPROVE
108357,0.055392514914274216,834048.0,0.45,0,20790.00732564926,0.024926631711423397,LOW,APPROVE
220764,0.02122514694929123,1125000.0,0.45,0,10745.230643078685,0.009551316127181053,LOW,APPROVE
304779,0.01935012824833393,1125000.0,0.45,0,9796.002425719053,0.00870755771175027,LOW,APPROVE
4775,0.01032863836735487,728460.0,0.45,0,3385.799957287498,0.004647887265309692,LOW,APPROVE
19393,0.015748031437397003,135000.0,0.45,0,956.6929098218679,0.007086614146828651,LOW,APPROVE
170175,0.08949416130781174,526491.0,0.45,0,21203.0417165,0.040272372588515286,MEDIUM,MANUAL_REVIEW
107850,0.04681568965315819,1530000.0,0.45,1,32232.602326199412,0.021067060343921185,LOW,APPROVE
49020,0.08949416130781174,761067.0,0.45,0,30649.97378882356,0.040272372588515286,MEDIUM,MANUAL_REVIEW
70832,0.01032863836735487,481500.0,0.45,0,2237.9577182466164,0.004647887265309692,LOW,APPROVE
196363,0.03190013766288757,135000.0,0.45,0,1937.93336302042,0.014355061948299408,LOW,APPROVE
77411,0.02122514694929123,781920.0,0.45,0,7468.365106165409,0.009551316127181053,LOW,APPROVE
17706,0.061991870403289795,568800.0,0.45,0,15867.439148426056,0.02789634168148041,LOW,APPROVE
105736,0.00374531839042902,450000.0,0.45,0,758.4269740618765,0.001685393275693059,LOW,APPROVE
217519,0.21164773404598236,1546020.0,0.45,0,147245.23340539634,0.09524148032069206,MEDIUM,MANUAL_REVIEW
125600,0.02954048104584217,254700.0,0.45,0,3385.7822350692004,0.013293216470628977,LOW,APPROVE
82209,0.04131736606359482,603792.0,0.45,0,11226.192790621519,0.01859281472861767,LOW,APPROVE
4480,0.02122514694929123,906615.0,0.45,0,8659.36647064425,0.009551316127181053,LOW,APPROVE
29037,0.04681568965315819,1320849.0,0.45,0,27826.405588207952,0.021067060343921185,LOW,APPROVE
139371,0.08949416130781174,387000.0,0.45,1,15585.408191755416,0.040272372588515286,MEDIUM,MANUAL_REVIEW
289740,0.01032863836735487,1178703.0,0.45,0,5478.47866328233,0.004647887265309692,LOW,APPROVE
192826,0.03948831930756569,539100.0,0.45,0,9579.668822418898,0.01776974368840456,LOW,APPROVE
56315,0.04131736606359482,269550.0,0.45,0,5011.693210098892,0.01859281472861767,LOW,APPROVE
164583,0.04681568965315819,227520.0,0.45,0,4793.177569448948,0.021067060343921185,LOW,APPROVE
291547,0.04131736606359482,1354500.0,0.45,0,25183.96754991263,0.01859281472861767,LOW,APPROVE
235310,0.08154802769422531,450000.0,0.45,0,16513.475608080626,0.03669661246240139,LOW,APPROVE
179292,0.02954048104584217,414792.0,0.45,0,5513.919846285135,0.013293216470628977,LOW,APPROVE
46739,0.08949416130781174,254700.0,0.45,0,10257.373298294844,0.040272372588515286,MEDIUM,MANUAL_REVIEW
305506,0.0749896988272667,388066.5,0.45,0,13095.445481978171,0.033745364472270015,LOW,APPROVE
144862,0.061991870403289795,625356.0,0.45,0,17445.144648563863,0.02789634168148041,LOW,APPROVE
268227,0.01032863836735487,1078200.0,0.45,0,5011.352049456909,0.004647887265309692,LOW,APPROVE
167785,0.055392514914274216,900000.0,0.45,0,22433.968540281057,0.024926631711423397,LOW,APPROVE
71410,0.04131736606359482,765000.0,0.45,0,14223.503267392516,0.01859281472861767,LOW,APPROVE
128270,0.26323118805885315,297000.0,0.45,0,35180.84828406572,0.11845403462648392,HIGH,DECLINE
4822,0.09035779535770416,219069.0,0.45,0,8907.566342047603,0.04066100791096688,MEDIUM,MANUAL_REVIEW
303255,0.04681568965315819,540000.0,0.45,0,11376.21258571744,0.021067060343921185,LOW,APPROVE
114895,0.3396226465702057,284400.0,0.45,0,43464.906308054924,0.15283019095659256,HIGH,DECLINE
301148,0.01032863836735487,67500.0,0.45,0,313.73239040840417,0.004647887265309692,LOW,APPROVE
263475,0.10454985499382019,666000.0,0.45,0,31333.59154164791,0.047047434747219084,MEDIUM,MANUAL_REVIEW
299183,0.04681568965315819,180000.0,0.45,0,3792.070861905813,0.021067060343921185,LOW,APPROVE
154110,0.15819208323955536,360000.0,0.45,0,25627.117484807968,0.07118643745779991,MEDIUM,MANUAL_REVIEW
62030,0.03691275045275688,157500.0,0.45,0,2616.191188339144,0.016610737703740597,LOW,APPROVE
249230,0.14920486509799957,355536.0,0.45,0,23871.46541286707,0.0671421892940998,MEDIUM,MANUAL_REVIEW
30038,0.02122514694929123,1042560.0,0.45,0,9957.820141553879,0.009551316127181053,LOW,APPROVE
25966,0.04681568965315819,824823.0,0.45,1,17376.595914054105,0.02106706034392119,LOW,APPROVE
67891,0.04681568965315819,309420.0,0.45,0,6518.569811616093,0.021067060343921185,LOW,APPROVE
223177,0.01032863836735487,76410.0,0.45,0,355.1450659423135,0.004647887265309692,LOW,APPROVE
189510,0.26323118805885315,765000.0,0.45,0,90617.3364892602,0.11845403462648392,HIGH,DECLINE
259158,0.03948831930756569,846000.0,0.45,0,15033.203160390258,0.01776974368840456,LOW,APPROVE
35836,0.04131736606359482,946764.0,0.45,0,17603.007643724977,0.01859281472861767,LOW,APPROVE
55642,0.014641288667917252,1928304.0,0.45,0,12704.784976574778,0.006588579900562763,LOW,APPROVE
17601,0.02122514694929123,263686.5,0.45,0,2518.5531199699267,0.009551316127181053,LOW,APPROVE
63856,0.1358734667301178,202500.0,0.45,1,12381.469655781984,0.061143060028553006,MEDIUM,MANUAL_REVIEW
81051,0.061991870403289795,180000.0,0.45,0,5021.341502666473,0.02789634168148041,LOW,APPROVE
98088,0.055392514914274216,1467612.0,0.45,0,36582.623819265515,0.024926631711423397,LOW,APPROVE
18465,0.055392514914274216,545040.0,0.45,0,13586.011347994208,0.024926631711423397,LOW,APPROVE
33502,0.03948831930756569,1006920.0,0.45,0,17892.71031472832,0.01776974368840456,LOW,APPROVE
13070,0.09035779535770416,835380.0,0.45,0,33967.39278866351,0.04066100791096687,MEDIUM,MANUAL_REVIEW
220084,0.04131736606359482,544491.0,0.45,0,10123.620284399763,0.01859281472861767,LOW,APPROVE
10088,0.04131736606359482,170640.0,0.45,0,3172.677905291319,0.01859281472861767,LOW,APPROVE
165134,0.01032863836735487,90000.0,0.45,0,418.30985387787223,0.004647887265309692,LOW,APPROVE
249407,0.04681568965315819,835380.0,0.45,0,17599.00087010488,0.021067060343921185,LOW,APPROVE
180334,0.0749896988272667,592560.0,0.45,0,19996.15317168832,0.033745364472270015,LOW,APPROVE
6023,0.01032863836735487,1111500.0,0.45,0,5166.126695391722,0.004647887265309692,LOW,APPROVE
104658,0.04681568965315819,472500.0,0.45,0,9954.18601250276,0.021067060343921185,LOW,APPROVE
299377,0.02122514694929123,1575000.0,0.45,0,15043.322900310159,0.009551316127181053,LOW,APPROVE
23512,0.01935012824833393,272520.0,0.45,0,2372.9836276061833,0.00870755771175027,LOW,APPROVE
162055,0.01032863836735487,1795972.5,0.45,0,8347.47771159641,0.004647887265309692,LOW,APPROVE
113436,0.01935012824833393,1125000.0,0.45,0,9796.002425719053,0.00870755771175027,LOW,APPROVE
232954,0.061991870403289795,67500.0,0.45,0,1883.0030634999275,0.02789634168148041,LOW,APPROVE
229220,0.02122514694929123,396171.0,0.45,0,3783.9544614214446,0.009551316127181053,LOW,APPROVE
292446,0.00699300691485405,673875.0,0.45,0,2120.5856406362727,0.003146853111684322,LOW,APPROVE
79302,0.04131736606359482,904500.0,0.45,0,16817.20092203468,0.01859281472861767,LOW,APPROVE
304714,0.14364640414714813,450000.0,0.45,0,29088.3968397975,0.06464088186621667,MEDIUM,MANUAL_REVIEW
142444,0.04131736606359482,292500.0,0.45,0,5438.398308120668,0.01859281472861767,LOW,APPROVE
96230,0.14920486509799957,1104997.5,0.45,0,74191.95131450705,0.0671421892940998,MEDIUM,MANUAL_REVIEW
55206,0.1358734667301178,66222.0,0.45,0,4049.0157212108375,0.06114306002855301,MEDIUM,MANUAL_REVIEW
207675,0.055392514914274216,625536.0,0.45,0,15592.505494236946,0.024926631711423397,LOW,APPROVE
15300,0.01935012824833393,105534.0,0.45,0,918.943395551853,0.00870755771175027,LOW,APPROVE
